chart_week,year,month,day,current_week,title,performer,last_week,peak_pos,wks_on_chart
2000-10-07,2000,October,07,1,Music,Madonna,1,1,9
2000-10-07,2000,October,07,3,Doesn't Really Matter,Janet,3,1,17
2000-10-07,2000,October,07,7,With Arms Wide Open,Creed,10,7,22
2000-10-07,2000,October,07,8,Incomplete,Sisqo,7,1,16
2000-10-07,2000,October,07,9,Bent,matchbox twenty,6,1,24
2000-10-07,2000,October,07,11,Come On Over Baby (All I Want Is You),Christina Aguilera,9,9,10
2000-10-07,2000,October,07,28,It's Gonna Be Me,N Sync,23,1,23
2000-10-07,2000,October,07,33,Try Again,Aaliyah,22,1,30
2000-10-07,2000,October,07,40,Everything You Want,Vertical Horizon,36,1,38
2000-10-07,2000,October,07,49,Independent Women Part I,Destiny's Child,63,49,3
2000-10-14,2000,October,14,1,Come On Over Baby (All I Want Is You),Christina Aguilera,11,1,11
2000-10-14,2000,October,14,2,Music,Madonna,1,1,10
2000-10-14,2000,October,14,5,With Arms Wide Open,Creed,7,5,23
2000-10-14,2000,October,14,7,Doesn't Really Matter,Janet,3,1,18
2000-10-14,2000,October,14,10,Incomplete,Sisqo,8,1,17
2000-10-14,2000,October,14,12,Bent,matchbox twenty,9,1,25
2000-10-14,2000,October,14,33,Independent Women Part I,Destiny's Child,49,33,4
2000-10-14,2000,October,14,36,Try Again,Aaliyah,33,1,31
2000-10-14,2000,October,14,38,It's Gonna Be Me,N Sync,28,1,24
2000-10-14,2000,October,14,50,Everything You Want,Vertical Horizon,40,1,39
2000-10-21,2000,October,21,1,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,12
2000-10-21,2000,October,21,2,Music,Madonna,2,1,11
2000-10-21,2000,October,21,3,With Arms Wide Open,Creed,5,3,24
2000-10-21,2000,October,21,8,Doesn't Really Matter,Janet,7,1,19
2000-10-21,2000,October,21,10,Incomplete,Sisqo,10,1,18
2000-10-21,2000,October,21,13,Bent,matchbox twenty,12,1,26
2000-10-21,2000,October,21,23,Independent Women Part I,Destiny's Child,33,23,5
2000-10-21,2000,October,21,43,Try Again,Aaliyah,36,1,32
2000-10-21,2000,October,21,47,Everything You Want,Vertical Horizon,50,1,40
2000-10-21,2000,October,21,48,It's Gonna Be Me,N Sync,38,1,25
2000-10-28,2000,October,28,1,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,13
2000-10-28,2000,October,28,2,Music,Madonna,2,1,12
2000-10-28,2000,October,28,3,With Arms Wide Open,Creed,3,3,25
2000-10-28,2000,October,28,9,Incomplete,Sisqo,10,1,19
2000-10-28,2000,October,28,15,Independent Women Part I,Destiny's Child,23,15,6
2000-10-28,2000,October,28,19,Bent,matchbox twenty,13,1,27
2000-10-28,2000,October,28,20,Doesn't Really Matter,Janet,8,1,20
2000-10-28,2000,October,28,50,Everything You Want,Vertical Horizon,47,1,41
2000-11-04,2000,November,04,1,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,14
2000-11-04,2000,November,04,2,Music,Madonna,2,1,13
2000-11-04,2000,November,04,3,With Arms Wide Open,Creed,3,3,26
2000-11-04,2000,November,04,7,Independent Women Part I,Destiny's Child,15,7,7
2000-11-04,2000,November,04,14,Incomplete,Sisqo,9,1,20
2000-11-04,2000,November,04,20,Bent,matchbox twenty,19,1,28
2000-11-04,2000,November,04,25,Doesn't Really Matter,Janet,20,1,21
2000-11-04,2000,November,04,57,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",NA,57,1
2000-11-11,2000,November,11,1,With Arms Wide Open,Creed,3,1,27
2000-11-11,2000,November,11,2,Music,Madonna,2,1,14
2000-11-11,2000,November,11,4,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,15
2000-11-11,2000,November,11,5,Independent Women Part I,Destiny's Child,7,5,8
2000-11-11,2000,November,11,17,Incomplete,Sisqo,14,1,21
2000-11-11,2000,November,11,20,Bent,matchbox twenty,20,1,29
2000-11-11,2000,November,11,37,Doesn't Really Matter,Janet,25,1,22
2000-11-11,2000,November,11,39,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",57,39,2
2000-11-11,2000,November,11,55,Ms. Jackson,OutKast,NA,55,1
2000-11-18,2000,November,18,1,Independent Women Part I,Destiny's Child,5,1,9
2000-11-18,2000,November,18,2,With Arms Wide Open,Creed,1,1,28
2000-11-18,2000,November,18,4,Music,Madonna,2,1,15
2000-11-18,2000,November,18,8,Come On Over Baby (All I Want Is You),Christina Aguilera,4,1,16
2000-11-18,2000,November,18,20,Incomplete,Sisqo,17,1,22
2000-11-18,2000,November,18,24,Bent,matchbox twenty,20,1,30
2000-11-18,2000,November,18,30,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",39,30,3
2000-11-18,2000,November,18,35,Ms. Jackson,OutKast,55,35,2
2000-11-18,2000,November,18,40,Doesn't Really Matter,Janet,37,1,23
2000-11-25,2000,November,25,1,Independent Women Part I,Destiny's Child,1,1,10
2000-11-25,2000,November,25,2,With Arms Wide Open,Creed,2,1,29
2000-11-25,2000,November,25,8,Music,Madonna,4,1,16
2000-11-25,2000,November,25,12,Come On Over Baby (All I Want Is You),Christina Aguilera,8,1,17
2000-11-25,2000,November,25,16,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",30,16,4
2000-11-25,2000,November,25,25,Incomplete,Sisqo,20,1,23
2000-11-25,2000,November,25,27,Ms. Jackson,OutKast,35,27,3
2000-11-25,2000,November,25,29,Bent,matchbox twenty,24,1,31
2000-11-25,2000,November,25,41,Doesn't Really Matter,Janet,40,1,24
2000-12-02,2000,December,02,1,Independent Women Part I,Destiny's Child,1,1,11
2000-12-02,2000,December,02,3,With Arms Wide Open,Creed,2,1,30
2000-12-02,2000,December,02,10,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",16,10,5
2000-12-02,2000,December,02,11,Music,Madonna,8,1,17
2000-12-02,2000,December,02,21,Ms. Jackson,OutKast,27,21,4
2000-12-02,2000,December,02,22,Come On Over Baby (All I Want Is You),Christina Aguilera,12,1,18
2000-12-02,2000,December,02,28,Bent,matchbox twenty,29,1,32
2000-12-02,2000,December,02,31,Incomplete,Sisqo,25,1,24
2000-12-09,2000,December,09,1,Independent Women Part I,Destiny's Child,1,1,12
2000-12-09,2000,December,09,3,With Arms Wide Open,Creed,3,1,31
2000-12-09,2000,December,09,7,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",10,7,6
2000-12-09,2000,December,09,12,Ms. Jackson,OutKast,21,12,5
2000-12-09,2000,December,09,16,Music,Madonna,11,1,18
2000-12-09,2000,December,09,23,Come On Over Baby (All I Want Is You),Christina Aguilera,22,1,19
2000-12-09,2000,December,09,27,Bent,matchbox twenty,28,1,33
2000-12-09,2000,December,09,32,Incomplete,Sisqo,31,1,25
2000-12-16,2000,December,16,1,Independent Women Part I,Destiny's Child,1,1,13
2000-12-16,2000,December,16,3,With Arms Wide Open,Creed,3,1,32
2000-12-16,2000,December,16,4,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",7,4,7
2000-12-16,2000,December,16,9,Ms. Jackson,OutKast,12,9,6
2000-12-16,2000,December,16,20,Music,Madonna,16,1,19
2000-12-16,2000,December,16,30,Bent,matchbox twenty,27,1,34
2000-12-16,2000,December,16,43,Come On Over Baby (All I Want Is You),Christina Aguilera,23,1,20
2000-12-16,2000,December,16,46,Incomplete,Sisqo,32,1,26
2000-12-23,2000,December,23,1,Independent Women Part I,Destiny's Child,1,1,14
2000-12-23,2000,December,23,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",4,2,8
2000-12-23,2000,December,23,4,With Arms Wide Open,Creed,3,1,33
2000-12-23,2000,December,23,6,Ms. Jackson,OutKast,9,6,7
2000-12-23,2000,December,23,25,Music,Madonna,20,1,20
2000-12-23,2000,December,23,33,Bent,matchbox twenty,30,1,35
2000-12-23,2000,December,23,44,Come On Over Baby (All I Want Is You),Christina Aguilera,43,1,21
2000-12-30,2000,December,30,1,Independent Women Part I,Destiny's Child,1,1,15
2000-12-30,2000,December,30,3,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",2,2,9
2000-12-30,2000,December,30,5,With Arms Wide Open,Creed,4,1,34
2000-12-30,2000,December,30,6,Ms. Jackson,OutKast,6,6,8
2000-12-30,2000,December,30,27,Music,Madonna,25,1,21
2000-12-30,2000,December,30,37,Bent,matchbox twenty,33,1,36
2000-12-30,2000,December,30,81,Angel,Shaggy Featuring Rayvon,NA,81,1
2001-01-06,2001,January,06,1,Independent Women Part I,Destiny's Child,1,1,16
2001-01-06,2001,January,06,3,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",3,2,10
2001-01-06,2001,January,06,5,With Arms Wide Open,Creed,5,1,35
2001-01-06,2001,January,06,6,Ms. Jackson,OutKast,6,6,9
2001-01-06,2001,January,06,27,Music,Madonna,27,1,22
2001-01-06,2001,January,06,38,Bent,matchbox twenty,37,1,37
2001-01-06,2001,January,06,57,Angel,Shaggy Featuring Rayvon,81,57,2
2001-01-06,2001,January,06,73,Stutter,Joe Featuring Mystikal,NA,73,1
2001-01-06,2001,January,06,75,Butterfly,Crazy Town,NA,75,1
2001-01-13,2001,January,13,1,Independent Women Part I,Destiny's Child,1,1,17
2001-01-13,2001,January,13,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",3,2,11
2001-01-13,2001,January,13,5,With Arms Wide Open,Creed,5,1,36
2001-01-13,2001,January,13,7,Ms. Jackson,OutKast,6,6,10
2001-01-13,2001,January,13,29,Music,Madonna,27,1,23
2001-01-13,2001,January,13,38,Bent,matchbox twenty,38,1,38
2001-01-13,2001,January,13,56,Angel,Shaggy Featuring Rayvon,57,56,3
2001-01-13,2001,January,13,70,Stutter,Joe Featuring Mystikal,73,70,2
2001-01-13,2001,January,13,75,Butterfly,Crazy Town,75,75,2
2001-01-20,2001,January,20,1,Independent Women Part I,Destiny's Child,1,1,18
2001-01-20,2001,January,20,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",2,2,12
2001-01-20,2001,January,20,5,With Arms Wide Open,Creed,5,1,37
2001-01-20,2001,January,20,6,Ms. Jackson,OutKast,7,6,11
2001-01-20,2001,January,20,28,Stutter,Joe Featuring Mystikal,70,28,3
2001-01-20,2001,January,20,39,Angel,Shaggy Featuring Rayvon,56,39,4
2001-01-20,2001,January,20,44,Music,Madonna,29,1,24
2001-01-20,2001,January,20,48,Bent,matchbox twenty,38,1,39
2001-01-20,2001,January,20,58,Butterfly,Crazy Town,75,58,3
2001-01-27,2001,January,27,1,Independent Women Part I,Destiny's Child,1,1,19
2001-01-27,2001,January,27,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",2,2,13
2001-01-27,2001,January,27,7,Ms. Jackson,OutKast,6,6,12
2001-01-27,2001,January,27,9,With Arms Wide Open,Creed,5,1,38
2001-01-27,2001,January,27,13,Stutter,Joe Featuring Mystikal,28,13,4
2001-01-27,2001,January,27,24,Angel,Shaggy Featuring Rayvon,39,24,5
2001-01-27,2001,January,27,45,Butterfly,Crazy Town,58,45,4
2001-02-03,2001,February,03,1,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",2,1,14
2001-02-03,2001,February,03,2,Independent Women Part I,Destiny's Child,1,1,20
2001-02-03,2001,February,03,3,Ms. Jackson,OutKast,7,3,13
2001-02-03,2001,February,03,9,Stutter,Joe Featuring Mystikal,13,9,5
2001-02-03,2001,February,03,12,With Arms Wide Open,Creed,9,1,39
2001-02-03,2001,February,03,19,Angel,Shaggy Featuring Rayvon,24,19,6
2001-02-03,2001,February,03,27,Butterfly,Crazy Town,45,27,5
2001-02-10,2001,February,10,1,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",1,1,15
2001-02-10,2001,February,10,2,Ms. Jackson,OutKast,3,2,14
2001-02-10,2001,February,10,3,Independent Women Part I,Destiny's Child,2,1,21
2001-02-10,2001,February,10,7,Stutter,Joe Featuring Mystikal,9,7,6
2001-02-10,2001,February,10,12,Angel,Shaggy Featuring Rayvon,19,12,7
2001-02-10,2001,February,10,13,With Arms Wide Open,Creed,12,1,40
2001-02-10,2001,February,10,25,Butterfly,Crazy Town,27,25,6
2001-02-17,2001,February,17,1,Ms. Jackson,OutKast,2,1,15
2001-02-17,2001,February,17,2,Stutter,Joe Featuring Mystikal,7,2,7
2001-02-17,2001,February,17,3,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",1,1,16
2001-02-17,2001,February,17,7,Independent Women Part I,Destiny's Child,3,1,22
2001-02-17,2001,February,17,9,Angel,Shaggy Featuring Rayvon,12,9,8
2001-02-17,2001,February,17,13,With Arms Wide Open,Creed,13,1,41
2001-02-17,2001,February,17,20,Butterfly,Crazy Town,25,20,7
2001-02-24,2001,February,24,1,Stutter,Joe Featuring Mystikal,2,1,8
2001-02-24,2001,February,24,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",3,1,17
2001-02-24,2001,February,24,5,Ms. Jackson,OutKast,1,1,16
2001-02-24,2001,February,24,7,Angel,Shaggy Featuring Rayvon,9,7,9
2001-02-24,2001,February,24,10,Independent Women Part I,Destiny's Child,7,1,23
2001-02-24,2001,February,24,12,Butterfly,Crazy Town,20,12,8
2001-02-24,2001,February,24,17,With Arms Wide Open,Creed,13,1,42
2001-03-03,2001,March,03,1,Stutter,Joe Featuring Mystikal,1,1,9
2001-03-03,2001,March,03,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",2,1,18
2001-03-03,2001,March,03,5,Angel,Shaggy Featuring Rayvon,7,5,10
2001-03-03,2001,March,03,7,Ms. Jackson,OutKast,5,1,17
2001-03-03,2001,March,03,11,Butterfly,Crazy Town,12,11,9
2001-03-03,2001,March,03,12,Independent Women Part I,Destiny's Child,10,1,24
2001-03-03,2001,March,03,22,With Arms Wide Open,Creed,17,1,43
2001-03-10,2001,March,10,1,Stutter,Joe Featuring Mystikal,1,1,10
2001-03-10,2001,March,10,2,Butterfly,Crazy Town,11,2,10
2001-03-10,2001,March,10,3,Angel,Shaggy Featuring Rayvon,5,3,11
2001-03-10,2001,March,10,6,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",2,1,19
2001-03-10,2001,March,10,11,Ms. Jackson,OutKast,7,1,18
2001-03-10,2001,March,10,15,Independent Women Part I,Destiny's Child,12,1,25
2001-03-10,2001,March,10,26,With Arms Wide Open,Creed,22,1,44
2001-03-17,2001,March,17,1,Stutter,Joe Featuring Mystikal,1,1,11
2001-03-17,2001,March,17,2,Butterfly,Crazy Town,2,2,11
2001-03-17,2001,March,17,3,Angel,Shaggy Featuring Rayvon,3,3,12
2001-03-17,2001,March,17,7,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",6,1,20
2001-03-17,2001,March,17,14,All For You,Janet,NA,14,1
2001-03-17,2001,March,17,15,Ms. Jackson,OutKast,11,1,19
2001-03-17,2001,March,17,22,Independent Women Part I,Destiny's Child,15,1,26
2001-03-17,2001,March,17,28,With Arms Wide Open,Creed,26,1,45
2001-03-24,2001,March,24,1,Butterfly,Crazy Town,2,1,12
2001-03-24,2001,March,24,2,Angel,Shaggy Featuring Rayvon,3,2,13
2001-03-24,2001,March,24,3,Stutter,Joe Featuring Mystikal,1,1,12
2001-03-24,2001,March,24,6,All For You,Janet,14,6,2
2001-03-24,2001,March,24,15,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",7,1,21
2001-03-24,2001,March,24,19,Ms. Jackson,OutKast,15,1,20
2001-03-24,2001,March,24,29,Independent Women Part I,Destiny's Child,22,1,27
2001-03-24,2001,March,24,37,With Arms Wide Open,Creed,28,1,46
2001-03-31,2001,March,31,1,Angel,Shaggy Featuring Rayvon,2,1,14
2001-03-31,2001,March,31,2,Butterfly,Crazy Town,1,1,13
2001-03-31,2001,March,31,3,All For You,Janet,6,3,3
2001-03-31,2001,March,31,4,Stutter,Joe Featuring Mystikal,3,1,13
2001-03-31,2001,March,31,21,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",15,1,22
2001-03-31,2001,March,31,27,Ms. Jackson,OutKast,19,1,21
2001-03-31,2001,March,31,31,Independent Women Part I,Destiny's Child,29,1,28
2001-03-31,2001,March,31,41,With Arms Wide Open,Creed,37,1,47
2001-04-07,2001,April,07,1,Butterfly,Crazy Town,2,1,14
2001-04-07,2001,April,07,2,All For You,Janet,3,2,4
2001-04-07,2001,April,07,3,Angel,Shaggy Featuring Rayvon,1,1,15
2001-04-07,2001,April,07,9,Stutter,Joe Featuring Mystikal,4,1,14
2001-04-07,2001,April,07,22,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",21,1,23
2001-04-07,2001,April,07,35,Ms. Jackson,OutKast,27,1,22
2001-04-14,2001,April,14,1,All For You,Janet,2,1,5
2001-04-14,2001,April,14,3,Angel,Shaggy Featuring Rayvon,3,1,16
2001-04-14,2001,April,14,4,Butterfly,Crazy Town,1,1,15
2001-04-14,2001,April,14,9,Stutter,Joe Featuring Mystikal,9,1,15
2001-04-14,2001,April,14,33,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",22,1,24
2001-04-14,2001,April,14,50,Ms. Jackson,OutKast,35,1,23
2001-04-14,2001,April,14,70,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",NA,70,1
2001-04-21,2001,April,21,1,All For You,Janet,1,1,6
2001-04-21,2001,April,21,3,Angel,Shaggy Featuring Rayvon,3,1,17
2001-04-21,2001,April,21,6,Butterfly,Crazy Town,4,1,16
2001-04-21,2001,April,21,7,Stutter,Joe Featuring Mystikal,9,1,16
2001-04-21,2001,April,21,29,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",70,29,2
2001-04-21,2001,April,21,44,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",33,1,25
2001-04-28,2001,April,28,1,All For You,Janet,1,1,7
2001-04-28,2001,April,28,5,Angel,Shaggy Featuring Rayvon,3,1,18
2001-04-28,2001,April,28,7,Butterfly,Crazy Town,6,1,17
2001-04-28,2001,April,28,9,Stutter,Joe Featuring Mystikal,7,1,17
2001-04-28,2001,April,28,19,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",29,19,3
2001-05-05,2001,May,05,1,All For You,Janet,1,1,8
2001-05-05,2001,May,05,7,Angel,Shaggy Featuring Rayvon,5,1,19
2001-05-05,2001,May,05,8,Stutter,Joe Featuring Mystikal,9,1,18
2001-05-05,2001,May,05,10,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",19,10,4
2001-05-05,2001,May,05,11,Butterfly,Crazy Town,7,1,18
2001-05-12,2001,May,12,1,All For You,Janet,1,1,9
2001-05-12,2001,May,12,6,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",10,6,5
2001-05-12,2001,May,12,7,Angel,Shaggy Featuring Rayvon,7,1,20
2001-05-12,2001,May,12,12,Stutter,Joe Featuring Mystikal,8,1,19
2001-05-12,2001,May,12,17,Butterfly,Crazy Town,11,1,19
2001-05-19,2001,May,19,1,All For You,Janet,1,1,10
2001-05-19,2001,May,19,3,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",6,3,6
2001-05-19,2001,May,19,8,Angel,Shaggy Featuring Rayvon,7,1,21
2001-05-19,2001,May,19,11,Stutter,Joe Featuring Mystikal,12,1,20
2001-05-19,2001,May,19,22,Butterfly,Crazy Town,17,1,20
2001-05-26,2001,May,26,1,All For You,Janet,1,1,11
2001-05-26,2001,May,26,3,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",3,3,7
2001-05-26,2001,May,26,11,Angel,Shaggy Featuring Rayvon,8,1,22
2001-05-26,2001,May,26,13,Stutter,Joe Featuring Mystikal,11,1,21
2001-05-26,2001,May,26,34,Butterfly,Crazy Town,22,1,21
2001-06-02,2001,June,02,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",3,1,8
2001-06-02,2001,June,02,2,All For You,Janet,1,1,12
2001-06-02,2001,June,02,18,Stutter,Joe Featuring Mystikal,13,1,22
2001-06-02,2001,June,02,19,Angel,Shaggy Featuring Rayvon,11,1,23
2001-06-02,2001,June,02,37,Butterfly,Crazy Town,34,1,22
2001-06-09,2001,June,09,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1,1,9
2001-06-09,2001,June,09,2,All For You,Janet,2,1,13
2001-06-09,2001,June,09,20,Stutter,Joe Featuring Mystikal,18,1,23
2001-06-09,2001,June,09,24,Angel,Shaggy Featuring Rayvon,19,1,24
2001-06-09,2001,June,09,50,Butterfly,Crazy Town,37,1,23
2001-06-09,2001,June,09,66,Bootylicious,Destiny's Child,NA,66,1
2001-06-16,2001,June,16,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1,1,10
2001-06-16,2001,June,16,3,All For You,Janet,2,1,14
2001-06-16,2001,June,16,23,Stutter,Joe Featuring Mystikal,20,1,24
2001-06-16,2001,June,16,24,Angel,Shaggy Featuring Rayvon,24,1,25
2001-06-16,2001,June,16,44,Bootylicious,Destiny's Child,66,44,2
2001-06-16,2001,June,16,53,U Remind Me,Usher,NA,53,1
2001-06-16,2001,June,16,98,Fallin',Alicia Keys,NA,98,1
2001-06-23,2001,June,23,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1,1,11
2001-06-23,2001,June,23,10,All For You,Janet,3,1,15
2001-06-23,2001,June,23,21,Bootylicious,Destiny's Child,44,21,3
2001-06-23,2001,June,23,27,Stutter,Joe Featuring Mystikal,23,1,25
2001-06-23,2001,June,23,30,U Remind Me,Usher,53,30,2
2001-06-23,2001,June,23,38,Angel,Shaggy Featuring Rayvon,24,1,26
2001-06-23,2001,June,23,98,Fallin',Alicia Keys,98,98,2
2001-06-30,2001,June,30,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1,1,12
2001-06-30,2001,June,30,12,All For You,Janet,10,1,16
2001-06-30,2001,June,30,20,Bootylicious,Destiny's Child,21,20,4
2001-06-30,2001,June,30,21,U Remind Me,Usher,30,21,3
2001-06-30,2001,June,30,44,Stutter,Joe Featuring Mystikal,27,1,26
2001-06-30,2001,June,30,46,Angel,Shaggy Featuring Rayvon,38,1,27
2001-06-30,2001,June,30,87,Fallin',Alicia Keys,98,87,3
2001-07-07,2001,July,07,1,U Remind Me,Usher,21,1,4
2001-07-07,2001,July,07,2,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1,1,13
2001-07-07,2001,July,07,12,Bootylicious,Destiny's Child,20,12,5
2001-07-07,2001,July,07,21,All For You,Janet,12,1,17
2001-07-07,2001,July,07,49,Angel,Shaggy Featuring Rayvon,46,1,28
2001-07-07,2001,July,07,66,I'm Real,Jennifer Lopez Featuring Ja Rule,NA,66,1
2001-07-07,2001,July,07,71,Fallin',Alicia Keys,87,71,4
2001-07-14,2001,July,14,1,U Remind Me,Usher,1,1,5
2001-07-14,2001,July,14,3,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",2,1,14
2001-07-14,2001,July,14,8,Bootylicious,Destiny's Child,12,8,6
2001-07-14,2001,July,14,32,All For You,Janet,21,1,18
2001-07-14,2001,July,14,40,I'm Real,Jennifer Lopez Featuring Ja Rule,66,40,2
2001-07-14,2001,July,14,45,Fallin',Alicia Keys,71,45,5
2001-07-21,2001,July,21,1,U Remind Me,Usher,1,1,6
2001-07-21,2001,July,21,7,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",3,1,15
2001-07-21,2001,July,21,8,Bootylicious,Destiny's Child,8,8,7
2001-07-21,2001,July,21,25,I'm Real,Jennifer Lopez Featuring Ja Rule,40,25,3
2001-07-21,2001,July,21,30,Fallin',Alicia Keys,45,30,6
2001-07-21,2001,July,21,40,All For You,Janet,32,1,19
2001-07-28,2001,July,28,1,U Remind Me,Usher,1,1,7
2001-07-28,2001,July,28,7,Bootylicious,Destiny's Child,8,7,8
2001-07-28,2001,July,28,12,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",7,1,16
2001-07-28,2001,July,28,14,Fallin',Alicia Keys,30,14,7
2001-07-28,2001,July,28,19,I'm Real,Jennifer Lopez Featuring Ja Rule,25,19,4
2001-07-28,2001,July,28,39,All For You,Janet,40,1,20
2001-07-28,2001,July,28,76,Family Affair,Mary J. Blige,NA,76,1
2001-08-04,2001,August,04,1,Bootylicious,Destiny's Child,7,1,9
2001-08-04,2001,August,04,5,U Remind Me,Usher,1,1,8
2001-08-04,2001,August,04,10,Fallin',Alicia Keys,14,10,8
2001-08-04,2001,August,04,12,I'm Real,Jennifer Lopez Featuring Ja Rule,19,12,5
2001-08-04,2001,August,04,24,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",12,1,17
2001-08-04,2001,August,04,43,All For You,Janet,39,1,21
2001-08-04,2001,August,04,53,Family Affair,Mary J. Blige,76,53,2
2001-08-11,2001,August,11,1,Bootylicious,Destiny's Child,1,1,10
2001-08-11,2001,August,11,5,U Remind Me,Usher,5,1,9
2001-08-11,2001,August,11,7,Fallin',Alicia Keys,10,7,9
2001-08-11,2001,August,11,9,I'm Real,Jennifer Lopez Featuring Ja Rule,12,9,6
2001-08-11,2001,August,11,34,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",24,1,18
2001-08-11,2001,August,11,42,Family Affair,Mary J. Blige,53,42,3
2001-08-11,2001,August,11,49,All For You,Janet,43,1,22
2001-08-18,2001,August,18,1,Fallin',Alicia Keys,7,1,10
2001-08-18,2001,August,18,4,I'm Real,Jennifer Lopez Featuring Ja Rule,9,4,7
2001-08-18,2001,August,18,5,Bootylicious,Destiny's Child,1,1,11
2001-08-18,2001,August,18,6,U Remind Me,Usher,5,1,10
2001-08-18,2001,August,18,29,Family Affair,Mary J. Blige,42,29,4
2001-08-18,2001,August,18,51,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",34,1,19
2001-08-25,2001,August,25,1,Fallin',Alicia Keys,1,1,11
2001-08-25,2001,August,25,2,I'm Real,Jennifer Lopez Featuring Ja Rule,4,2,8
2001-08-25,2001,August,25,5,U Remind Me,Usher,6,1,11
2001-08-25,2001,August,25,13,Bootylicious,Destiny's Child,5,1,12
2001-08-25,2001,August,25,23,Family Affair,Mary J. Blige,29,23,5
2001-08-25,2001,August,25,58,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",51,1,20
2001-09-01,2001,September,01,1,Fallin',Alicia Keys,1,1,12
2001-09-01,2001,September,01,2,I'm Real,Jennifer Lopez Featuring Ja Rule,2,2,9
2001-09-01,2001,September,01,7,U Remind Me,Usher,5,1,12
2001-09-01,2001,September,01,23,Family Affair,Mary J. Blige,23,23,6
2001-09-01,2001,September,01,24,Bootylicious,Destiny's Child,13,1,13
2001-09-08,2001,September,08,1,I'm Real,Jennifer Lopez Featuring Ja Rule,2,1,10
2001-09-08,2001,September,08,2,Fallin',Alicia Keys,1,1,13
2001-09-08,2001,September,08,7,U Remind Me,Usher,7,1,13
2001-09-08,2001,September,08,18,Family Affair,Mary J. Blige,23,18,7
2001-09-08,2001,September,08,37,Bootylicious,Destiny's Child,24,1,14
2001-09-08,2001,September,08,75,How You Remind Me,Nickelback,NA,75,1
2001-09-15,2001,September,15,1,I'm Real,Jennifer Lopez Featuring Ja Rule,1,1,11
